CódigoVenda;Quantidade;Produto;Valor Unitário;Valor Final
69499;4;Terno Estampa;R$ 706,00;R$ 2.824,00
69499;5;Calça Liso;R$ 190,00;R$ 950,00
69500;1;Relógio Linho;R$ 240,00;R$ 240,00
69501;2;Casaco Estampa;R$ 256,00;R$ 512,00
69501;2;Chinelo Linho;R$ 105,00;R$ 210,00
69502;2;Bermuda Linho;R$ 195,00;R$ 390,00
69502;4;Meia Linho;R$ 78,00;R$ 312,00
69504;1;Sunga Listrado;R$ 114,00;R$ 114,00
69505;1;Gorro Estampa;R$ 93,00;R$ 93,00
69506;2;Tênis Listrado;R$ 262,00;R$ 524,00
69506;1;Relógio Linho;R$ 240,00;R$ 240,00
69506;1;Terno Xadrez;R$ 709,00;R$ 709,00
69508;2;Polo Linho;R$ 176,00;R$ 352,00
69508;1;Cueca;R$ 50,00;R$ 50,00
69509;3;Cueca Estampa;R$ 66,00;R$ 198,00
69509;4;Calça Estampa;R$ 177,00;R$ 708,00
69510;2;Gorro;R$ 80,00;R$ 160,00
69510;1;Tênis Estampa;R$ 256,00;R$ 256,00
69511;2;Relógio Xadrez;R$ 214,00;R$ 428,00
69512;2;Calça Xadrez;R$ 185,00;R$ 370,00
69513;2;Camisa Gola V Estampa;R$ 118,00;R$ 236,00
69513;3;Camiseta Estampa;R$ 196,00;R$ 588,00
69513;1;Tênis Estampa;R$ 256,00;R$ 256,00
69514;1;Camiseta Listrado;R$ 197,00;R$ 197,00
69514;3;Terno;R$ 700,00;R$ 2.100,00
69517;2;Cueca Liso;R$ 69,00;R$ 138,00
69517;2;Cinto;R$ 200,00;R$ 400,00
69517;1;Bermuda Xadrez;R$ 155,00;R$ 155,00
69517;2;Casaco Listrado;R$ 269,00;R$ 538,00
69518;1;Bermuda Linho;R$ 195,00;R$ 195,00
69519;2;Camisa;R$ 100,00;R$ 200,00
69520;2;Polo Listrado;R$ 149,00;R$ 298,00
69520;3;Calça;R$ 170,00;R$ 510,00
69520;1;Tênis Liso;R$ 266,00;R$ 266,00
69520;1;Chinelo Linho;R$ 105,00;R$ 105,00
69521;1;Meia Linho;R$ 78,00;R$ 78,00
69521;1;Tênis Estampa;R$ 256,00;R$ 256,00
69521;5;Camisa Listrado;R$ 108,00;R$ 540,00
69522;3;Meia Estampa;R$ 50,00;R$ 150,00
69522;4;Bermuda;R$ 150,00;R$ 600,00
69523;1;Cinto;R$ 200,00;R$ 200,00
69524;1;Chinelo Listrado;R$ 73,00;R$ 73,00
69525;2;Chinelo Linho;R$ 105,00;R$ 210,00
69526;3;Sunga Listrado;R$ 114,00;R$ 342,00
69526;1;Meia Xadrez;R$ 41,00;R$ 41,00
69528;4;Casaco Xadrez;R$ 259,00;R$ 1.036,00
69528;2;Cinto Listrado;R$ 214,00;R$ 428,00
69528;3;Meia Listrado;R$ 37,00;R$ 111,00
69529;1;Sapato Linho;R$ 391,00;R$ 391,00
69530;1;Cinto Estampa;R$ 209,00;R$ 209,00
69530;3;Camisa Gola V Estampa;R$ 118,00;R$ 354,00
69531;1;Sapato Listrado;R$ 363,00;R$ 363,00
69531;1;Camisa Gola V Xadrez;R$ 107,00;R$ 107,00
69532;2;Camisa Xadrez;R$ 105,00;R$ 210,00
69533;3;Sunga Linho;R$ 149,00;R$ 447,00
69533;1;Bermuda;R$ 150,00;R$ 150,00
69533;4;Cueca Listrado;R$ 67,00;R$ 268,00
69533;1;Pulseira Linho;R$ 114,00;R$ 114,00
69534;2;Cueca;R$ 50,00;R$ 100,00
69534;2;Chinelo Listrado;R$ 73,00;R$ 146,00
69535;1;Casaco Linho;R$ 299,00;R$ 299,00
69536;2;Sunga Xadrez;R$ 116,00;R$ 232,00
69536;1;Gorro Estampa;R$ 93,00;R$ 93,00
69537;1;Sunga Liso;R$ 114,00;R$ 114,00
69538;2;Pulseira Xadrez;R$ 87,00;R$ 174,00
69539;2;Pulseira Estampa;R$ 87,00;R$ 174,00
69541;3;Sapato Liso;R$ 368,00;R$ 1.104,00
69541;4;Tênis Xadrez;R$ 259,00;R$ 1.036,00
69542;3;Camiseta Listrado;R$ 197,00;R$ 591,00
69542;1;Camisa Estampa;R$ 113,00;R$ 113,00
69542;1;Camisa Linho;R$ 141,00;R$ 141,00
69544;3;Tênis Estampa;R$ 256,00;R$ 768,00
69544;1;Gorro Xadrez;R$ 85,00;R$ 85,00
69545;2;Tênis;R$ 250,00;R$ 500,00
69546;3;Short Estampa;R$ 96,00;R$ 288,00
69549;1;Bermuda Linho;R$ 195,00;R$ 195,00
69550;2;Calça;R$ 170,00;R$ 340,00
69550;2;Camisa Linho;R$ 141,00;R$ 282,00
69550;2;Gorro Estampa;R$ 93,00;R$ 186,00
69553;1;Gorro Estampa;R$ 93,00;R$ 93,00
69554;1;Calça Estampa;R$ 177,00;R$ 177,00
69555;2;Tênis Liso;R$ 266,00;R$ 532,00
69555;5;Chinelo Xadrez;R$ 66,00;R$ 330,00
69556;2;Casaco Linho;R$ 299,00;R$ 598,00
69556;1;Polo Estampa;R$ 138,00;R$ 138,00
69557;2;Short;R$ 90,00;R$ 180,00
69557;3;Polo Listrado;R$ 149,00;R$ 447,00
69559;1;Bermuda;R$ 150,00;R$ 150,00
69559;5;Gorro Liso;R$ 92,00;R$ 460,00
69559;2;Short Liso;R$ 108,00;R$ 216,00
69560;2;Sunga Xadrez;R$ 116,00;R$ 232,00
69561;1;Casaco Listrado;R$ 269,00;R$ 269,00
69562;5;Chinelo Linho;R$ 105,00;R$ 525,00
69564;1;Cinto Linho;R$ 248,00;R$ 248,00
69565;1;Camisa Xadrez;R$ 105,00;R$ 105,00
69565;1;Tênis Linho;R$ 294,00;R$ 294,00
69566;2;Terno;R$ 700,00;R$ 1.400,00
69566;2;Sunga Listrado;R$ 114,00;R$ 228,00
69566;3;Short Liso;R$ 108,00;R$ 324,00
69567;1;Tênis Listrado;R$ 262,00;R$ 262,00
69568;4;Bermuda Xadrez;R$ 155,00;R$ 620,00
69568;2;Sapato Xadrez;R$ 368,00;R$ 736,00
69568;4;Bermuda Listrado;R$ 163,00;R$ 652,00
69568;2;Casaco Linho;R$ 299,00;R$ 598,00
69569;2;Polo;R$ 130,00;R$ 260,00
69569;2;Short Estampa;R$ 96,00;R$ 192,00
69569;1;Cinto Listrado;R$ 214,00;R$ 214,00
69570;2;Chinelo Liso;R$ 71,00;R$ 142,00
69570;4;Gorro Listrado;R$ 97,00;R$ 388,00
69570;1;Cueca Listrado;R$ 67,00;R$ 67,00
69571;2;Camisa Gola V Linho;R$ 145,00;R$ 290,00
69571;1;Camisa Linho;R$ 141,00;R$ 141,00
69571;1;Bermuda Xadrez;R$ 155,00;R$ 155,00
69572;1;Cinto Liso;R$ 209,00;R$ 209,00
69572;3;Relógio Estampa;R$ 219,00;R$ 657,00
69573;1;Gorro Linho;R$ 124,00;R$ 124,00
69573;1;Camisa Liso;R$ 105,00;R$ 105,00
69574;2;Chinelo Xadrez;R$ 66,00;R$ 132,00
69574;1;Bermuda Liso;R$ 157,00;R$ 157,00
69575;2;Mochila Listrado;R$ 275,00;R$ 550,00
69575;2;Calça Linho;R$ 211,00;R$ 422,00
69575;1;Camisa Gola V Estampa;R$ 118,00;R$ 118,00
69576;5;Relógio Liso;R$ 216,00;R$ 1.080,00
69578;3;Polo Estampa;R$ 138,00;R$ 414,00
69578;2;Gorro Estampa;R$ 93,00;R$ 186,00
69578;1;Camisa Gola V Xadrez;R$ 107,00;R$ 107,00
69579;2;Polo Xadrez;R$ 142,00;R$ 284,00
69579;2;Casaco Linho;R$ 299,00;R$ 598,00
69579;1;Bermuda Liso;R$ 157,00;R$ 157,00
69580;3;Cinto Linho;R$ 248,00;R$ 744,00
69580;1;Pulseira Xadrez;R$ 87,00;R$ 87,00
69580;5;Tênis Listrado;R$ 262,00;R$ 1.310,00
69581;1;Chinelo Estampa;R$ 74,00;R$ 74,00
69582;1;Camisa Xadrez;R$ 105,00;R$ 105,00
69583;3;Pulseira Linho;R$ 114,00;R$ 342,00
69584;1;Camisa Gola V;R$ 100,00;R$ 100,00
69584;3;Sapato Liso;R$ 368,00;R$ 1.104,00
69584;3;Cinto;R$ 200,00;R$ 600,00
69586;1;Tênis Listrado;R$ 262,00;R$ 262,00
69587;4;Casaco Liso;R$ 255,00;R$ 1.020,00
69589;2;Relógio;R$ 200,00;R$ 400,00
69589;1;Casaco Estampa;R$ 256,00;R$ 256,00
69590;3;Cinto Xadrez;R$ 215,00;R$ 645,00
69590;2;Meia;R$ 30,00;R$ 60,00
69590;2;Cinto Linho;R$ 248,00;R$ 496,00
69591;2;Chinelo Estampa;R$ 74,00;R$ 148,00
69591;3;Mochila Xadrez;R$ 283,00;R$ 849,00
69592;4;Camiseta Xadrez;R$ 200,00;R$ 800,00
69592;1;Sapato Xadrez;R$ 368,00;R$ 368,00
69592;1;Casaco Estampa;R$ 256,00;R$ 256,00
69595;1;Camiseta Listrado;R$ 197,00;R$ 197,00
69595;1;Pulseira Linho;R$ 114,00;R$ 114,00
69595;1;Casaco Listrado;R$ 269,00;R$ 269,00
69597;1;Meia;R$ 30,00;R$ 30,00
69598;3;Camisa Xadrez;R$ 105,00;R$ 315,00
69598;3;Sapato Linho;R$ 391,00;R$ 1.173,00
69600;1;Relógio Listrado;R$ 218,00;R$ 218,00
69602;4;Relógio Linho;R$ 240,00;R$ 960,00
69602;1;Mochila Xadrez;R$ 283,00;R$ 283,00
69603;2;Tênis Estampa;R$ 256,00;R$ 512,00
69604;4;Casaco Liso;R$ 255,00;R$ 1.020,00
69604;1;Bermuda Linho;R$ 195,00;R$ 195,00
69604;3;Gorro Estampa;R$ 93,00;R$ 279,00
69605;2;Casaco Estampa;R$ 256,00;R$ 512,00
69605;2;Camisa Gola V Xadrez;R$ 107,00;R$ 214,00
69605;4;Casaco Linho;R$ 299,00;R$ 1.196,00
69607;1;Casaco Xadrez;R$ 259,00;R$ 259,00
69607;5;Camiseta Listrado;R$ 197,00;R$ 985,00
69607;1;Camisa Gola V Xadrez;R$ 107,00;R$ 107,00
69608;1;Terno Xadrez;R$ 709,00;R$ 709,00
69609;1;Camisa Estampa;R$ 113,00;R$ 113,00
69610;1;Gorro Xadrez;R$ 85,00;R$ 85,00
69611;1;Terno Estampa;R$ 706,00;R$ 706,00
69613;4;Bermuda Xadrez;R$ 155,00;R$ 620,00
69613;2;Pulseira;R$ 70,00;R$ 140,00
69614;3;Gorro Xadrez;R$ 85,00;R$ 255,00
69614;2;Cinto;R$ 200,00;R$ 400,00
69616;1;Meia Liso;R$ 38,00;R$ 38,00
69616;5;Cinto Xadrez;R$ 215,00;R$ 1.075,00
69617;2;Calça Liso;R$ 190,00;R$ 380,00
69619;1;Camiseta Linho;R$ 223,00;R$ 223,00
69619;3;Camisa;R$ 100,00;R$ 300,00
69621;3;Relógio Listrado;R$ 218,00;R$ 654,00
69621;1;Calça Liso;R$ 190,00;R$ 190,00
69621;1;Cueca Xadrez;R$ 60,00;R$ 60,00
69622;2;Bermuda Xadrez;R$ 155,00;R$ 310,00
69623;3;Cueca Listrado;R$ 67,00;R$ 201,00
69623;1;Camiseta Liso;R$ 187,00;R$ 187,00
69624;2;Mochila;R$ 270,00;R$ 540,00
69624;2;Camisa Liso;R$ 105,00;R$ 210,00
69625;3;Pulseira Linho;R$ 114,00;R$ 342,00
69626;4;Sapato Liso;R$ 368,00;R$ 1.472,00
69626;1;Short Liso;R$ 108,00;R$ 108,00
69627;3;Polo Xadrez;R$ 142,00;R$ 426,00
69627;1;Meia;R$ 30,00;R$ 30,00
69628;3;Sapato Listrado;R$ 363,00;R$ 1.089,00
69629;1;Cueca Liso;R$ 69,00;R$ 69,00
69629;2;Chinelo Linho;R$ 105,00;R$ 210,00
69630;2;Mochila;R$ 270,00;R$ 540,00
69630;5;Gorro Xadrez;R$ 85,00;R$ 425,00
69631;1;Camisa Gola V Estampa;R$ 118,00;R$ 118,00
69631;1;Pulseira Linho;R$ 114,00;R$ 114,00
69632;3;Cueca;R$ 50,00;R$ 150,00
69633;1;Camiseta Liso;R$ 187,00;R$ 187,00
69633;2;Gorro Linho;R$ 124,00;R$ 248,00
69633;3;Gorro Listrado;R$ 97,00;R$ 291,00
69633;2;Terno Estampa;R$ 706,00;R$ 1.412,00
69634;3;Camiseta;R$ 180,00;R$ 540,00
69636;2;Cueca Estampa;R$ 66,00;R$ 132,00
69636;1;Camiseta Liso;R$ 187,00;R$ 187,00
69637;1;Short Liso;R$ 108,00;R$ 108,00
69638;1;Camisa Linho;R$ 141,00;R$ 141,00
69638;3;Sapato;R$ 350,00;R$ 1.050,00
69640;1;Calça;R$ 170,00;R$ 170,00
69640;5;Gorro;R$ 80,00;R$ 400,00
69640;3;Bermuda Estampa;R$ 169,00;R$ 507,00
69641;1;Sapato Listrado;R$ 363,00;R$ 363,00
69642;1;Camisa;R$ 100,00;R$ 100,00
69642;1;Terno Liso;R$ 720,00;R$ 720,00
69643;3;Bermuda Listrado;R$ 163,00;R$ 489,00
69645;1;Cueca Estampa;R$ 66,00;R$ 66,00
69646;5;Casaco Liso;R$ 255,00;R$ 1.275,00
69646;5;Sapato Listrado;R$ 363,00;R$ 1.815,00
69647;1;Polo Linho;R$ 176,00;R$ 176,00
69647;4;Terno Estampa;R$ 706,00;R$ 2.824,00
69648;1;Gorro Listrado;R$ 97,00;R$ 97,00
69648;2;Cueca Listrado;R$ 67,00;R$ 134,00
69649;2;Mochila;R$ 270,00;R$ 540,00
69650;1;Sapato Linho;R$ 391,00;R$ 391,00
69650;1;Mochila Estampa;R$ 277,00;R$ 277,00
69652;1;Tênis Liso;R$ 266,00;R$ 266,00
69652;1;Sunga Listrado;R$ 114,00;R$ 114,00
69653;2;Bermuda Listrado;R$ 163,00;R$ 326,00
69654;1;Sunga Linho;R$ 149,00;R$ 149,00
69655;1;Sapato;R$ 350,00;R$ 350,00
69660;3;Sunga;R$ 100,00;R$ 300,00
69660;4;Relógio;R$ 200,00;R$ 800,00
69661;4;Gorro;R$ 80,00;R$ 320,00
69661;2;Cueca Estampa;R$ 66,00;R$ 132,00
69662;2;Short Xadrez;R$ 100,00;R$ 200,00
69662;1;Pulseira;R$ 70,00;R$ 70,00
69662;3;Gorro Liso;R$ 92,00;R$ 276,00
69663;3;Casaco Estampa;R$ 256,00;R$ 768,00
69663;1;Relógio Listrado;R$ 218,00;R$ 218,00
69666;1;Camiseta Listrado;R$ 197,00;R$ 197,00
69666;3;Tênis;R$ 250,00;R$ 750,00
69668;2;Calça Listrado;R$ 181,00;R$ 362,00
69669;2;Gorro Linho;R$ 124,00;R$ 248,00
69669;1;Short Liso;R$ 108,00;R$ 108,00
69670;3;Calça Listrado;R$ 181,00;R$ 543,00
69670;3;Tênis Xadrez;R$ 259,00;R$ 777,00
69672;1;Gorro;R$ 80,00;R$ 80,00
69674;1;Sapato Linho;R$ 391,00;R$ 391,00
69674;1;Short Estampa;R$ 96,00;R$ 96,00
69675;1;Cinto;R$ 200,00;R$ 200,00
69676;4;Gorro;R$ 80,00;R$ 320,00
69677;2;Camisa Liso;R$ 105,00;R$ 210,00
69678;4;Tênis Linho;R$ 294,00;R$ 1.176,00
69678;4;Bermuda Listrado;R$ 163,00;R$ 652,00
69678;2;Short Xadrez;R$ 100,00;R$ 200,00
69678;2;Camisa Gola V Liso;R$ 118,00;R$ 236,00
69678;1;Meia;R$ 30,00;R$ 30,00
69679;1;Calça Xadrez;R$ 185,00;R$ 185,00
69680;3;Camiseta Estampa;R$ 196,00;R$ 588,00
69681;1;Meia Xadrez;R$ 41,00;R$ 41,00
69682;2;Relógio Xadrez;R$ 214,00;R$ 428,00
69682;2;Bermuda Xadrez;R$ 155,00;R$ 310,00
69683;3;Short;R$ 90,00;R$ 270,00
69683;1;Chinelo;R$ 60,00;R$ 60,00
69684;1;Camiseta Linho;R$ 223,00;R$ 223,00
69684;3;Cueca Listrado;R$ 67,00;R$ 201,00
69684;2;Meia Estampa;R$ 50,00;R$ 100,00
69685;1;Polo;R$ 130,00;R$ 130,00
69686;1;Sunga;R$ 100,00;R$ 100,00
69687;1;Polo Linho;R$ 176,00;R$ 176,00
69687;1;Relógio Liso;R$ 216,00;R$ 216,00
69688;3;Sunga Linho;R$ 149,00;R$ 447,00
69689;2;Chinelo Xadrez;R$ 66,00;R$ 132,00
69689;3;Bermuda Estampa;R$ 169,00;R$ 507,00
69690;1;Camisa Linho;R$ 141,00;R$ 141,00
69690;3;Camisa Liso;R$ 105,00;R$ 315,00
69690;1;Bermuda Listrado;R$ 163,00;R$ 163,00
69691;1;Cueca Xadrez;R$ 60,00;R$ 60,00
69693;2;Chinelo Liso;R$ 71,00;R$ 142,00
69693;2;Short Estampa;R$ 96,00;R$ 192,00
69693;4;Bermuda Xadrez;R$ 155,00;R$ 620,00
69694;5;Short Estampa;R$ 96,00;R$ 480,00
69695;1;Short Linho;R$ 133,00;R$ 133,00
69697;1;Calça Xadrez;R$ 185,00;R$ 185,00
69697;1;Terno Liso;R$ 720,00;R$ 720,00
69697;1;Relógio;R$ 200,00;R$ 200,00
69701;5;Meia Estampa;R$ 50,00;R$ 250,00
69701;1;Sapato Xadrez;R$ 368,00;R$ 368,00
69703;1;Short Estampa;R$ 96,00;R$ 96,00
69704;2;Camisa Listrado;R$ 108,00;R$ 216,00
69705;5;Cueca Xadrez;R$ 60,00;R$ 300,00
69705;3;Camiseta Xadrez;R$ 200,00;R$ 600,00
69706;3;Terno Estampa;R$ 706,00;R$ 2.118,00
69706;1;Camisa Gola V Xadrez;R$ 107,00;R$ 107,00
69706;1;Cinto;R$ 200,00;R$ 200,00
69706;5;Meia Liso;R$ 38,00;R$ 190,00
69707;5;Pulseira Xadrez;R$ 87,00;R$ 435,00
69707;3;Polo Xadrez;R$ 142,00;R$ 426,00
69708;3;Calça Liso;R$ 190,00;R$ 570,00
69708;2;Cueca Estampa;R$ 66,00;R$ 132,00
69708;2;Short Xadrez;R$ 100,00;R$ 200,00
69711;3;Casaco;R$ 250,00;R$ 750,00
69713;1;Cinto Xadrez;R$ 215,00;R$ 215,00
69714;2;Cinto;R$ 200,00;R$ 400,00
69714;1;Meia Linho;R$ 78,00;R$ 78,00
69716;2;Sapato Listrado;R$ 363,00;R$ 726,00
69716;2;Mochila Estampa;R$ 277,00;R$ 554,00
69718;1;Cinto Estampa;R$ 209,00;R$ 209,00
69718;3;Cueca Linho;R$ 93,00;R$ 279,00
69718;2;Chinelo Estampa;R$ 74,00;R$ 148,00
69719;5;Gorro Listrado;R$ 97,00;R$ 485,00
69720;1;Camisa Gola V Liso;R$ 118,00;R$ 118,00
69721;5;Sapato Listrado;R$ 363,00;R$ 1.815,00
69722;4;Sunga Xadrez;R$ 116,00;R$ 464,00
69722;1;Pulseira Estampa;R$ 87,00;R$ 87,00
69722;2;Casaco Estampa;R$ 256,00;R$ 512,00
69723;3;Camiseta Xadrez;R$ 200,00;R$ 600,00
69724;5;Gorro Listrado;R$ 97,00;R$ 485,00
69726;2;Camisa Gola V Xadrez;R$ 107,00;R$ 214,00
69727;2;Meia Xadrez;R$ 41,00;R$ 82,00
69727;1;Gorro Listrado;R$ 97,00;R$ 97,00
69727;2;Pulseira Estampa;R$ 87,00;R$ 174,00
69728;4;Camiseta Estampa;R$ 196,00;R$ 784,00
69730;2;Gorro;R$ 80,00;R$ 160,00
69734;1;Terno Liso;R$ 720,00;R$ 720,00
69735;1;Tênis Liso;R$ 266,00;R$ 266,00
69736;1;Pulseira Liso;R$ 87,00;R$ 87,00
69736;3;Polo Estampa;R$ 138,00;R$ 414,00
69736;4;Meia Linho;R$ 78,00;R$ 312,00
69736;4;Chinelo Xadrez;R$ 66,00;R$ 264,00
69737;1;Meia Listrado;R$ 37,00;R$ 37,00
69737;1;Camisa Gola V Liso;R$ 118,00;R$ 118,00
69737;3;Bermuda Xadrez;R$ 155,00;R$ 465,00
69738;1;Mochila Xadrez;R$ 283,00;R$ 283,00
69739;1;Sapato Linho;R$ 391,00;R$ 391,00
69739;2;Pulseira Linho;R$ 114,00;R$ 228,00
69739;4;Terno Liso;R$ 720,00;R$ 2.880,00
69740;3;Casaco Liso;R$ 255,00;R$ 765,00
69740;2;Bermuda Liso;R$ 157,00;R$ 314,00
69741;3;Gorro Listrado;R$ 97,00;R$ 291,00
69741;1;Camiseta Linho;R$ 223,00;R$ 223,00
69741;2;Short Liso;R$ 108,00;R$ 216,00
69742;2;Polo Listrado;R$ 149,00;R$ 298,00
69743;2;Relógio Listrado;R$ 218,00;R$ 436,00
69745;3;Camiseta;R$ 180,00;R$ 540,00
69746;2;Sunga Xadrez;R$ 116,00;R$ 232,00
69748;2;Sapato Liso;R$ 368,00;R$ 736,00
69750;3;Sapato Liso;R$ 368,00;R$ 1.104,00
69750;1;Mochila Xadrez;R$ 283,00;R$ 283,00
69750;2;Pulseira Listrado;R$ 79,00;R$ 158,00
69750;2;Camiseta Xadrez;R$ 200,00;R$ 400,00
69751;5;Gorro Estampa;R$ 93,00;R$ 465,00
69751;2;Sunga Liso;R$ 114,00;R$ 228,00
69752;2;Bermuda Estampa;R$ 169,00;R$ 338,00
69753;1;Short Linho;R$ 133,00;R$ 133,00
69754;4;Cueca;R$ 50,00;R$ 200,00
69755;1;Terno Listrado;R$ 709,00;R$ 709,00
69755;1;Cueca Xadrez;R$ 60,00;R$ 60,00
69755;1;Polo;R$ 130,00;R$ 130,00
69756;1;Short Estampa;R$ 96,00;R$ 96,00
69757;1;Chinelo Xadrez;R$ 66,00;R$ 66,00
69760;1;Meia Estampa;R$ 50,00;R$ 50,00
69761;2;Relógio Linho;R$ 240,00;R$ 480,00
69763;4;Camisa Estampa;R$ 113,00;R$ 452,00
69765;2;Gorro Xadrez;R$ 85,00;R$ 170,00
69766;3;Pulseira Liso;R$ 87,00;R$ 261,00
69766;1;Relógio Linho;R$ 240,00;R$ 240,00
69769;2;Camisa Gola V Estampa;R$ 118,00;R$ 236,00
69770;1;Tênis Linho;R$ 294,00;R$ 294,00
69771;2;Calça Xadrez;R$ 185,00;R$ 370,00
69771;1;Terno Listrado;R$ 709,00;R$ 709,00
69772;3;Sunga;R$ 100,00;R$ 300,00
69773;4;Camisa Gola V Listrado;R$ 116,00;R$ 464,00
69773;2;Gorro Estampa;R$ 93,00;R$ 186,00
69773;1;Pulseira Estampa;R$ 87,00;R$ 87,00
69774;1;Chinelo Xadrez;R$ 66,00;R$ 66,00
69774;1;Calça Listrado;R$ 181,00;R$ 181,00
69775;4;Mochila Xadrez;R$ 283,00;R$ 1.132,00
69776;2;Gorro;R$ 80,00;R$ 160,00
69777;5;Terno Estampa;R$ 706,00;R$ 3.530,00
69777;4;Camisa Gola V Estampa;R$ 118,00;R$ 472,00
69777;1;Chinelo Listrado;R$ 73,00;R$ 73,00
69777;2;Relógio Liso;R$ 216,00;R$ 432,00
69780;4;Relógio Xadrez;R$ 214,00;R$ 856,00
69781;2;Sunga;R$ 100,00;R$ 200,00
69782;2;Pulseira;R$ 70,00;R$ 140,00
69782;1;Cueca;R$ 50,00;R$ 50,00
69783;4;Sunga Estampa;R$ 120,00;R$ 480,00
69783;2;Camisa Gola V Liso;R$ 118,00;R$ 236,00
69786;2;Camisa Liso;R$ 105,00;R$ 210,00
69787;5;Sunga Listrado;R$ 114,00;R$ 570,00
69787;5;Casaco Xadrez;R$ 259,00;R$ 1.295,00
69787;3;Calça Linho;R$ 211,00;R$ 633,00
69788;1;Mochila Liso;R$ 276,00;R$ 276,00
69788;2;Tênis;R$ 250,00;R$ 500,00
69788;5;Gorro Listrado;R$ 97,00;R$ 485,00
69788;3;Tênis Estampa;R$ 256,00;R$ 768,00
69788;2;Cueca Liso;R$ 69,00;R$ 138,00
69788;1;Terno Estampa;R$ 706,00;R$ 706,00
69790;1;Polo Liso;R$ 137,00;R$ 137,00
69791;1;Meia Liso;R$ 38,00;R$ 38,00
69792;1;Tênis Xadrez;R$ 259,00;R$ 259,00
69793;3;Cueca Listrado;R$ 67,00;R$ 201,00
69795;3;Sapato Linho;R$ 391,00;R$ 1.173,00
69796;3;Camisa Gola V Xadrez;R$ 107,00;R$ 321,00
69796;4;Tênis Liso;R$ 266,00;R$ 1.064,00
69798;5;Camisa Estampa;R$ 113,00;R$ 565,00
69801;1;Cueca Liso;R$ 69,00;R$ 69,00
69801;3;Camisa Gola V Xadrez;R$ 107,00;R$ 321,00
69801;3;Bermuda;R$ 150,00;R$ 450,00
69802;5;Gorro Linho;R$ 124,00;R$ 620,00
69802;1;Chinelo Linho;R$ 105,00;R$ 105,00
69804;1;Camiseta Estampa;R$ 196,00;R$ 196,00
69804;3;Camisa Linho;R$ 141,00;R$ 423,00
69805;2;Mochila;R$ 270,00;R$ 540,00
69806;2;Camisa Gola V Linho;R$ 145,00;R$ 290,00
69807;2;Cueca Liso;R$ 69,00;R$ 138,00
69809;2;Calça Listrado;R$ 181,00;R$ 362,00
69809;2;Cinto Listrado;R$ 214,00;R$ 428,00
69811;4;Camiseta Liso;R$ 187,00;R$ 748,00
69811;1;Cueca;R$ 50,00;R$ 50,00
69811;1;Camisa Gola V Liso;R$ 118,00;R$ 118,00
69812;2;Tênis Linho;R$ 294,00;R$ 588,00
69812;3;Bermuda Liso;R$ 157,00;R$ 471,00
69813;2;Tênis Linho;R$ 294,00;R$ 588,00
69813;4;Tênis Liso;R$ 266,00;R$ 1.064,00
69814;2;Camisa Linho;R$ 141,00;R$ 282,00
69815;5;Mochila Listrado;R$ 275,00;R$ 1.375,00
69816;3;Calça Linho;R$ 211,00;R$ 633,00
69818;3;Camisa Gola V Liso;R$ 118,00;R$ 354,00
69818;3;Meia Linho;R$ 78,00;R$ 234,00
69818;3;Camisa Gola V Liso;R$ 118,00;R$ 354,00
69819;1;Gorro Xadrez;R$ 85,00;R$ 85,00
69819;1;Short Xadrez;R$ 100,00;R$ 100,00
69821;3;Calça Liso;R$ 190,00;R$ 570,00
69822;1;Camiseta Liso;R$ 187,00;R$ 187,00
69824;2;Chinelo;R$ 60,00;R$ 120,00
69825;1;Casaco;R$ 250,00;R$ 250,00
69826;2;Mochila Linho;R$ 311,00;R$ 622,00
69826;3;Cinto Liso;R$ 209,00;R$ 627,00
69826;1;Sapato Liso;R$ 368,00;R$ 368,00
69828;1;Cinto Linho;R$ 248,00;R$ 248,00
69828;1;Mochila Listrado;R$ 275,00;R$ 275,00
69829;1;Gorro Linho;R$ 124,00;R$ 124,00
69829;1;Tênis Linho;R$ 294,00;R$ 294,00
69831;1;Casaco Liso;R$ 255,00;R$ 255,00
69832;3;Polo Xadrez;R$ 142,00;R$ 426,00
69833;1;Cueca Liso;R$ 69,00;R$ 69,00
69833;5;Casaco Xadrez;R$ 259,00;R$ 1.295,00
69834;1;Cueca Listrado;R$ 67,00;R$ 67,00
69834;2;Terno Liso;R$ 720,00;R$ 1.440,00
69835;1;Cueca;R$ 50,00;R$ 50,00
69836;1;Terno Liso;R$ 720,00;R$ 720,00
69837;1;Camiseta Listrado;R$ 197,00;R$ 197,00
69838;2;Short;R$ 90,00;R$ 180,00
69838;2;Polo Listrado;R$ 149,00;R$ 298,00
69838;3;Mochila Linho;R$ 311,00;R$ 933,00
69839;5;Sapato;R$ 350,00;R$ 1.750,00
69840;1;Cinto Xadrez;R$ 215,00;R$ 215,00
69840;2;Bermuda Xadrez;R$ 155,00;R$ 310,00
69840;4;Polo Linho;R$ 176,00;R$ 704,00
69841;1;Calça Listrado;R$ 181,00;R$ 181,00
69841;1;Sunga Xadrez;R$ 116,00;R$ 116,00
69841;1;Bermuda Xadrez;R$ 155,00;R$ 155,00
69842;1;Cinto Liso;R$ 209,00;R$ 209,00
69842;3;Bermuda Listrado;R$ 163,00;R$ 489,00
69845;1;Casaco Xadrez;R$ 259,00;R$ 259,00
